CustomerID,TotalOrders,TotalQuantity,TotalSpent,Recency,Cluster,Segment
13731.0,2,278,610.59,218,1,Regular Customers
13732.0,1,498,491.86,27,0,Premium Customers
13735.0,4,1130,2885.2400000000002,24,0,Premium Customers
13736.0,2,497,731.9,4,0,Premium Customers
13737.0,1,125,339.59999999999997,199,1,Regular Customers
13739.0,1,54,216.9,17,0,Premium Customers
13740.0,1,425,350.75,240,1,Regular Customers
13741.0,3,218,668.4300000000001,71,0,Premium Customers
13742.0,12,1124,3131.02,16,0,Premium Customers
13743.0,7,1776,1341.6,2,0,Premium Customers
13744.0,2,1249,1156.36,94,0,Premium Customers
13745.0,1,496,300.04,161,1,Regular Customers
13747.0,1,8,79.6,373,1,Regular Customers
13748.0,5,439,948.25,95,0,Premium Customers
13750.0,5,516,1647.26,53,0,Premium Customers
13751.0,1,152,296.25,287,1,Regular Customers
13752.0,6,876,1186.28,123,0,Premium Customers
13753.0,1,512,741.26,287,1,Regular Customers
13754.0,2,214,282.59999999999997,151,1,Regular Customers
13755.0,9,1264,2161.35,3,0,Premium Customers
13756.0,14,3188,5189.52,1,3,At Risk Customers
13758.0,7,1844,3190.55,11,0,Premium Customers
13759.0,2,287,659.4100000000001,32,0,Premium Customers
13760.0,2,197,286.79,53,0,Premium Customers
13761.0,2,642,1070.65,49,0,Premium Customers
13762.0,1,272,306.72,218,1,Regular Customers
13763.0,1,728,1714.96,62,0,Premium Customers
13764.0,3,932,1521.76,70,0,Premium Customers
13767.0,37,7322,17220.36,1,3,At Risk Customers
13769.0,10,1163,2796.51,1,0,Premium Customers
13771.0,4,1477,2634.45,63,0,Premium Customers
13772.0,3,546,1132.13,33,0,Premium Customers
13774.0,1,192,345.0,81,0,Premium Customers
13777.0,33,12897,25977.16,0,3,At Risk Customers
13778.0,1,70,178.7,102,0,Premium Customers
13780.0,2,318,360.01,6,0,Premium Customers
13781.0,1,30,127.84,250,1,Regular Customers
13782.0,6,371,912.0,12,0,Premium Customers
13784.0,11,2493,2462.79,9,0,Premium Customers
13786.0,1,136,230.39999999999998,366,1,Regular Customers
13787.0,2,337,309.04,75,0,Premium Customers
13790.0,1,748,348.8,3,0,Premium Customers
13791.0,2,1200,1516.0,127,0,Premium Customers
13792.0,2,92,195.55,65,0,Premium Customers
13798.0,57,23948,37153.85,0,3,At Risk Customers
13799.0,2,402,688.86,116,0,Premium Customers
13800.0,1,331,558.32,309,1,Regular Customers
13801.0,1,168,324.8,66,0,Premium Customers
13802.0,3,2572,4599.42,138,0,Premium Customers
13803.0,1,121,277.07,254,1,Regular Customers
13804.0,7,1498,2635.79,30,0,Premium Customers
13805.0,2,1900,924.6,51,0,Premium Customers
13806.0,1,56,256.38,63,0,Premium Customers
13807.0,1,36,112.6,366,1,Regular Customers
13808.0,5,782,1747.66,5,0,Premium Customers
13809.0,1,29,155.05,304,1,Regular Customers
13810.0,3,312,1499.01,28,0,Premium Customers
13811.0,3,68,814.5,183,1,Regular Customers
13812.0,3,333,539.0,41,0,Premium Customers
13813.0,4,552,1366.8600000000001,39,0,Premium Customers
13814.0,2,864,1579.12,91,0,Premium Customers
13815.0,4,2560,4027.36,21,0,Premium Customers
13816.0,2,269,571.6700000000001,23,0,Premium Customers
13817.0,2,211,382.98,28,0,Premium Customers
13819.0,3,1109,1140.35,301,1,Regular Customers
13821.0,2,153,385.64,144,1,Regular Customers
13822.0,2,611,632.0,5,0,Premium Customers
13823.0,2,439,957.66,18,0,Premium Customers
13824.0,5,768,1698.94,32,0,Premium Customers
13826.0,1,82,189.5,175,1,Regular Customers
13827.0,3,141,412.05,57,0,Premium Customers
13828.0,1,311,209.49,21,0,Premium Customers
13831.0,6,745,2202.99,15,0,Premium Customers
13832.0,1,28,52.199999999999996,18,0,Premium Customers
13833.0,1,118,384.8,158,1,Regular Customers
13835.0,4,442,834.57,24,0,Premium Customers
13837.0,2,183,271.24,211,1,Regular Customers
13838.0,4,263,691.73,5,0,Premium Customers
13841.0,1,100,85.0,252,1,Regular Customers
13842.0,9,1768,3385.62,58,0,Premium Customers
13844.0,1,196,361.62,10,0,Premium Customers
13845.0,1,182,312.98,64,0,Premium Customers
13846.0,3,388,865.0600000000001,24,0,Premium Customers
13848.0,3,3700,1255.0,91,0,Premium Customers
13849.0,2,1016,1537.95,51,0,Premium Customers
13850.0,1,944,1595.48,128,0,Premium Customers
13851.0,3,1705,2651.46,95,0,Premium Customers
13853.0,1,312,1090.14,56,0,Premium Customers
13854.0,25,2296,8109.5199999999995,8,3,At Risk Customers
13856.0,3,494,388.5,168,1,Regular Customers
13858.0,1,75,216.17,56,0,Premium Customers
13859.0,1,129,201.16,325,1,Regular Customers
13860.0,5,591,1245.9,0,0,Premium Customers
13862.0,8,1688,2209.36,17,0,Premium Customers
13863.0,1,224,305.78,247,1,Regular Customers
13865.0,4,204,501.56,57,0,Premium Customers
13866.0,1,57,145.67000000000002,73,0,Premium Customers
13867.0,3,513,1015.29,30,0,Premium Customers
13868.0,2,1964,3192.54,6,0,Premium Customers
13869.0,4,1721,3104.95,122,0,Premium Customers
13870.0,8,1325,2770.94,1,0,Premium Customers
13871.0,13,2806,6403.25,22,0,Premium Customers
13873.0,3,140,389.6,119,0,Premium Customers
13874.0,1,180,540.45,357,1,Regular Customers
13875.0,5,1316,1786.79,53,0,Premium Customers
13876.0,1,36,122.7,63,0,Premium Customers
13877.0,1,108,117.24,85,0,Premium Customers
13878.0,1,475,1281.53,54,0,Premium Customers
13880.0,13,1842,3219.77,20,0,Premium Customers
13881.0,20,10118,17159.52,3,3,At Risk Customers
13882.0,5,953,1191.13,2,0,Premium Customers
13883.0,5,1436,2674.48,10,0,Premium Customers
13884.0,5,300,787.6,6,0,Premium Customers
13885.0,2,182,506.8,188,1,Regular Customers
13886.0,1,126,243.56,70,0,Premium Customers
13887.0,1,147,349.55,203,1,Regular Customers
13888.0,2,258,605.63,119,0,Premium Customers
13889.0,1,146,416.90000000000003,92,0,Premium Customers
13890.0,10,831,1883.8100000000002,0,0,Premium Customers
13892.0,4,983,632.97,26,0,Premium Customers
13893.0,1,190,821.1,297,1,Regular Customers
13894.0,3,354,564.62,23,0,Premium Customers
13895.0,4,1365,2593.07,27,0,Premium Customers
13897.0,1,200,311.16,49,0,Premium Customers
13898.0,1,133,155.93,325,1,Regular Customers
13899.0,2,156,388.52,15,0,Premium Customers
13900.0,3,430,740.95,182,1,Regular Customers
13901.0,5,1739,2867.2,71,0,Premium Customers
13904.0,2,332,332.64,36,0,Premium Customers
13908.0,4,1478,2369.55,79,0,Premium Customers
13911.0,9,2731,2580.91,56,0,Premium Customers
13914.0,2,380,626.45,11,0,Premium Customers
13917.0,2,228,272.04,49,0,Premium Customers
13918.0,2,1140,1212.8400000000001,49,0,Premium Customers
13919.0,2,474,384.81,58,0,Premium Customers
13922.0,1,93,172.25,351,1,Regular Customers
13923.0,1,185,351.13,53,0,Premium Customers
13924.0,6,1575,1838.8500000000001,1,0,Premium Customers
13925.0,4,331,678.25,92,0,Premium Customers
13926.0,1,104,223.85000000000002,22,0,Premium Customers
13927.0,1,214,348.99,74,0,Premium Customers
13928.0,4,129,464.57,10,0,Premium Customers
13929.0,2,143,842.65,168,1,Regular Customers
13930.0,2,274,337.34,57,0,Premium Customers
13931.0,2,725,1237.53,95,0,Premium Customers
13932.0,1,72,307.4,294,1,Regular Customers
13933.0,2,205,608.7900000000001,108,0,Premium Customers
13934.0,1,390,922.1,263,1,Regular Customers
13936.0,1,330,376.58,179,1,Regular Customers
13937.0,1,123,158.85,168,1,Regular Customers
13938.0,1,70,71.66,34,0,Premium Customers
13939.0,3,847,568.55,22,0,Premium Customers
13940.0,4,516,839.14,16,0,Premium Customers
13941.0,5,2364,5112.96,21,0,Premium Customers
13946.0,3,443,561.5699999999999,78,0,Premium Customers
13947.0,1,44,90.6,64,0,Premium Customers
13948.0,1,40,102.0,360,1,Regular Customers
13949.0,6,2474,2427.32,2,0,Premium Customers
13950.0,4,323,745.06,10,0,Premium Customers
13951.0,3,459,674.45,175,1,Regular Customers
13952.0,2,1431,3251.071,217,1,Regular Customers
13953.0,7,2724,3515.68,6,0,Premium Customers
13954.0,2,150,439.92,1,0,Premium Customers
13955.0,2,154,322.96,153,1,Regular Customers
13956.0,5,491,1026.42,4,0,Premium Customers
13959.0,3,357,598.2,78,0,Premium Customers
13960.0,2,142,230.22,20,0,Premium Customers
13962.0,2,87,169.55,21,0,Premium Customers
13963.0,4,460,664.54,307,1,Regular Customers
13967.0,1,42,80.7,145,1,Regular Customers
13969.0,18,4542,9053.94,6,3,At Risk Customers
13971.0,8,1844,2758.26,18,0,Premium Customers
13972.0,2,187,190.25,70,0,Premium Customers
13973.0,1,109,264.7,286,1,Regular Customers
13974.0,1,249,413.59000000000003,48,0,Premium Customers
13975.0,6,1732,2526.28,30,0,Premium Customers
13976.0,1,154,357.98,206,1,Regular Customers
13978.0,2,315,196.79000000000002,14,0,Premium Customers
13979.0,1,639,869.87,72,0,Premium Customers
13980.0,1,172,200.14,59,0,Premium Customers
13982.0,4,1136,1871.81,38,0,Premium Customers
13983.0,12,1183,2603.43,29,0,Premium Customers
13984.0,5,679,920.51,26,0,Premium Customers
13985.0,15,3445,7060.13,3,3,At Risk Customers
13986.0,1,430,320.46,16,0,Premium Customers
13988.0,6,3044,4147.96,19,0,Premium Customers
13989.0,2,1313,1266.08,65,0,Premium Customers
13990.0,1,190,311.3,212,1,Regular Customers
13991.0,6,998,855.97,11,0,Premium Customers
13992.0,1,64,76.8,29,0,Premium Customers
13993.0,9,900,3466.36,42,0,Premium Customers
13994.0,6,940,2313.14,3,0,Premium Customers
13995.0,5,879,1393.69,14,0,Premium Customers
13999.0,12,2243,3901.81,9,0,Premium Customers
14000.0,1,710,635.66,210,1,Regular Customers
14001.0,3,962,2043.0800000000002,45,0,Premium Customers
14002.0,2,877,529.73,133,0,Premium Customers
14004.0,7,2668,4582.64,42,0,Premium Customers
14005.0,5,2478,2874.72,9,0,Premium Customers
14006.0,3,641,962.19,115,0,Premium Customers
14009.0,2,365,695.61,197,1,Regular Customers
14012.0,1,160,328.8,277,1,Regular Customers
14013.0,3,462,473.02,109,0,Premium Customers
14014.0,1,1076,505.18,76,0,Premium Customers
14015.0,1,378,917.34,52,0,Premium Customers
14016.0,4,2125,4341.21,161,1,Regular Customers
14019.0,3,1037,1421.61,46,0,Premium Customers
14020.0,2,441,642.8,16,0,Premium Customers
14021.0,3,192,631.9,154,1,Regular Customers
14022.0,1,487,440.0,224,1,Regular Customers
14023.0,2,345,584.07,6,0,Premium Customers
14024.0,2,150,327.7,121,0,Premium Customers
14027.0,1,62,104.82,60,0,Premium Customers
14029.0,2,198,467.66,62,0,Premium Customers
14030.0,8,1479,2360.09,17,0,Premium Customers
14031.0,19,5788,17286.86,6,3,At Risk Customers
14032.0,11,2032,2975.59,1,0,Premium Customers
14034.0,3,423,651.8199999999999,21,0,Premium Customers
14035.0,5,739,1428.02,28,0,Premium Customers
14036.0,1,268,626.65,284,1,Regular Customers
14037.0,2,46,147.20000000000002,175,1,Regular Customers
14038.0,3,965,1560.38,77,0,Premium Customers
14039.0,1,92,152.2,32,0,Premium Customers
14040.0,12,1554,3614.92,40,0,Premium Customers
14041.0,1,94,141.41,265,1,Regular Customers
14044.0,4,308,652.82,26,0,Premium Customers
14045.0,4,535,1659.75,108,0,Premium Customers
14046.0,1,460,154.99,283,1,Regular Customers
14047.0,5,381,1308.6100000000001,8,0,Premium Customers
14048.0,1,288,409.93,304,1,Regular Customers
14049.0,4,3870,5681.72,16,0,Premium Customers
14050.0,2,689,746.36,31,0,Premium Customers
14051.0,23,3756,15610.390000000001,0,3,At Risk Customers
14052.0,1,89,225.36,19,0,Premium Customers
14053.0,2,215,260.25,123,0,Premium Customers
14054.0,1,62,92.46,64,0,Premium Customers
14055.0,1,216,725.6400000000001,105,0,Premium Customers
14056.0,23,4273,8214.65,0,3,At Risk Customers
14057.0,17,4876,6217.96,23,3,At Risk Customers
14059.0,1,128,183.6,266,1,Regular Customers
14060.0,19,5386,6140.42,4,3,At Risk Customers
14062.0,12,5593,10464.85,9,3,At Risk Customers
14064.0,5,1788,1353.74,28,0,Premium Customers
14066.0,1,45,152.55,266,1,Regular Customers
14067.0,2,361,374.7,63,0,Premium Customers
14068.0,1,73,265.85,319,1,Regular Customers
14071.0,8,995,1438.82,3,0,Premium Customers
14073.0,1,130,151.04,31,0,Premium Customers
14075.0,3,754,942.26,4,0,Premium Customers
14076.0,1,81,122.47,128,0,Premium Customers
14077.0,5,268,499.41999999999996,40,0,Premium Customers
14078.0,6,310,1049.37,101,0,Premium Customers
14079.0,1,301,375.1,124,0,Premium Customers
14080.0,1,48,45.599999999999994,32,0,Premium Customers
14081.0,2,596,934.52,301,1,Regular Customers
14082.0,1,110,182.25,364,1,Regular Customers
14083.0,9,732,1018.43,3,0,Premium Customers
14085.0,18,3184,4448.54,1,3,At Risk Customers
14087.0,1,251,194.42,2,0,Premium Customers
14088.0,13,12665,50491.81,9,3,At Risk Customers
14089.0,1,134,161.0,56,0,Premium Customers
14090.0,1,72,76.32000000000001,324,1,Regular Customers
14092.0,14,2066,4076.91,7,0,Premium Customers
14093.0,1,406,442.85,11,0,Premium Customers
14096.0,17,16352,65164.79,3,3,At Risk Customers
14098.0,1,104,147.35,36,0,Premium Customers
14099.0,11,2179,3104.17,15,0,Premium Customers
14100.0,1,64,194.9,137,0,Premium Customers
14101.0,6,6942,5976.79,73,0,Premium Customers
14102.0,5,961,1360.28,4,0,Premium Customers
14104.0,2,72,216.20999999999998,154,1,Regular Customers
14105.0,1,800,1266.23,238,1,Regular Customers
14107.0,7,1793,2703.23,51,0,Premium Customers
14108.0,2,381,597.91,30,0,Premium Customers
14109.0,1,88,144.2,72,0,Premium Customers
14110.0,12,2445,5683.15,3,0,Premium Customers
14111.0,4,458,692.85,13,0,Premium Customers
14112.0,7,1651,2915.15,22,0,Premium Customers
14113.0,4,745,1840.42,3,0,Premium Customers
14114.0,2,101,386.53,273,1,Regular Customers
14116.0,5,707,1382.74,19,0,Premium Customers
14117.0,1,72,90.0,143,1,Regular Customers
14121.0,4,2082,2780.15,3,0,Premium Customers
14124.0,1,1618,419.58000000000004,83,0,Premium Customers
14125.0,3,1640,2740.43,10,0,Premium Customers
14126.0,3,508,706.1300000000001,7,0,Premium Customers
14127.0,3,321,709.71,122,0,Premium Customers
14128.0,2,564,637.5,60,0,Premium Customers
14129.0,5,592,1123.8600000000001,1,0,Premium Customers
14130.0,1,258,483.86,318,1,Regular Customers
14132.0,11,3368,3586.0299999999997,1,0,Premium Customers
14133.0,3,348,605.64,129,0,Premium Customers
14135.0,15,3850,4690.31,1,3,At Risk Customers
14138.0,2,610,982.3800000000001,1,0,Premium Customers
14139.0,1,510,415.82,45,0,Premium Customers
14140.0,2,811,935.05,3,0,Premium Customers
14141.0,4,355,915.13,2,0,Premium Customers
14142.0,1,313,311.81,372,1,Regular Customers
14143.0,1,30,115.8,133,0,Premium Customers
14145.0,4,756,3742.2,46,0,Premium Customers
14146.0,5,2437,4191.0,8,0,Premium Customers
14147.0,2,108,483.4,77,0,Premium Customers
14148.0,1,16,157.2,233,1,Regular Customers
14149.0,1,218,446.62,220,1,Regular Customers
14150.0,2,496,658.64,35,0,Premium Customers
14152.0,2,711,621.29,74,0,Premium Customers
14154.0,2,465,1345.62,238,1,Regular Customers
14155.0,1,25,118.75,265,1,Regular Customers
14156.0,55,57885,117379.63,9,2,Occasional Customers
14157.0,2,284,432.88,19,0,Premium Customers
14158.0,1,781,507.66,39,0,Premium Customers
14159.0,11,4408,4693.01,19,0,Premium Customers
14161.0,3,455,1110.52,215,1,Regular Customers
14162.0,2,142,289.36,173,1,Regular Customers
14163.0,4,893,2445.91,86,0,Premium Customers
14164.0,2,1033,1631.77,70,0,Premium Customers
14165.0,1,54,122.53999999999999,275,1,Regular Customers
14167.0,4,150,574.84,38,0,Premium Customers
14171.0,1,167,363.79,97,0,Premium Customers
14173.0,4,150,450.84,10,0,Premium Customers
14174.0,1,94,134.46,32,0,Premium Customers
14175.0,3,1515,3222.3,59,0,Premium Customers
14176.0,4,209,576.9000000000001,296,1,Regular Customers
14177.0,4,205,559.41,85,0,Premium Customers
14178.0,7,1505,1620.93,8,0,Premium Customers
14179.0,2,330,719.78,40,0,Premium Customers
14180.0,25,719,4748.52,10,3,At Risk Customers
14184.0,1,127,452.89,66,0,Premium Customers
14185.0,1,6,197.65,330,1,Regular Customers
14188.0,6,1162,2054.36,30,0,Premium Customers
14189.0,15,3937,4654.08,1,3,At Risk Customers
14191.0,13,3662,4684.76,1,0,Premium Customers
14193.0,2,445,853.39,67,0,Premium Customers
14194.0,21,5840,11349.52,4,3,At Risk Customers
14195.0,2,760,1012.0,201,1,Regular Customers
14196.0,1,142,335.52,106,0,Premium Customers
14198.0,4,290,701.4,17,0,Premium Customers
14199.0,1,28,185.39999999999998,217,1,Regular Customers
14201.0,7,590,747.44,59,0,Premium Customers
14204.0,1,82,161.03,1,0,Premium Customers
14205.0,2,204,466.7,16,0,Premium Customers
14206.0,1,276,328.15999999999997,238,1,Regular Customers
14208.0,1,114,151.74,94,0,Premium Customers
14209.0,6,691,2073.43,10,0,Premium Customers
14210.0,6,760,1905.8400000000001,105,0,Premium Customers
14211.0,9,1242,2241.1,52,0,Premium Customers
14212.0,1,1152,1070.48,89,0,Premium Customers
14214.0,5,751,1004.38,30,0,Premium Customers
14215.0,6,1358,1789.72,11,0,Premium Customers
14216.0,4,594,1839.3,2,0,Premium Customers
14217.0,17,689,2004.98,1,3,At Risk Customers
14218.0,1,160,169.48000000000002,42,0,Premium Customers
14219.0,1,78,89.94,3,0,Premium Customers
14220.0,2,272,632.4,246,1,Regular Customers
14221.0,9,2191,3432.8,41,0,Premium Customers
14222.0,1,607,683.17,176,1,Regular Customers
14223.0,3,585,991.13,91,0,Premium Customers
14224.0,4,514,1050.12,109,0,Premium Customers
14226.0,5,1308,2232.19,28,0,Premium Customers
14227.0,10,1820,3350.96,25,0,Premium Customers
14229.0,3,610,1547.2,51,0,Premium Customers
14231.0,3,409,925.71,183,1,Regular Customers
14232.0,5,1941,2048.07,42,0,Premium Customers
14233.0,4,680,1462.72,48,0,Premium Customers
14234.0,4,963,775.46,21,0,Premium Customers
14235.0,5,1959,3144.86,74,0,Premium Customers
14236.0,2,310,490.86,80,0,Premium Customers
14237.0,1,38,161.0,372,1,Regular Customers
14238.0,1,111,146.85,325,1,Regular Customers
14239.0,11,993,2380.85,42,0,Premium Customers
14240.0,2,418,890.34,29,0,Premium Customers
14241.0,1,146,213.70000000000002,183,1,Regular Customers
14242.0,2,123,280.55,234,1,Regular Customers
14243.0,10,1221,2588.77,8,0,Premium Customers
14245.0,2,976,1693.45,219,1,Regular Customers
14246.0,3,804,1474.06,110,0,Premium Customers
14247.0,1,47,136.76999999999998,277,1,Regular Customers
14248.0,1,102,302.58,317,1,Regular Customers
14250.0,3,1200,1904.05,6,0,Premium Customers
14251.0,5,1674,2879.7000000000003,1,0,Premium Customers
14256.0,2,414,969.0600000000001,259,1,Regular Customers
14257.0,5,1682,3099.7200000000003,63,0,Premium Customers
14258.0,9,7100,12669.98,8,0,Premium Customers
14259.0,1,68,120.0,141,0,Premium Customers
14261.0,2,406,1163.45,50,0,Premium Customers
14262.0,8,1645,2618.23,7,0,Premium Customers
14264.0,2,70,333.97,154,1,Regular Customers
14265.0,2,330,530.18,108,0,Premium Customers
14267.0,3,530,1516.24,162,1,Regular Customers
14270.0,1,197,492.65000000000003,331,1,Regular Customers
14271.0,1,88,112.32,225,1,Regular Customers
14272.0,2,599,437.96,73,0,Premium Customers
14273.0,4,264,559.97,50,0,Premium Customers
14276.0,3,744,1119.74,98,0,Premium Customers
14277.0,3,1984,4216.2,14,0,Premium Customers
14280.0,1,52,134.04,196,1,Regular Customers
14282.0,15,2668,3729.34,2,3,At Risk Customers
14284.0,2,161,595.25,30,0,Premium Customers
14285.0,4,541,1910.01,20,0,Premium Customers
14286.0,3,4338,4628.75,23,0,Premium Customers
14287.0,3,261,176.63,7,0,Premium Customers
14288.0,1,188,426.6,212,1,Regular Customers
14289.0,6,292,911.26,8,0,Premium Customers
14290.0,5,915,2314.65,10,0,Premium Customers
14291.0,11,2749,3883.25,1,0,Premium Customers
14292.0,9,1663,4871.93,7,0,Premium Customers
14293.0,4,709,1046.56,2,0,Premium Customers
14295.0,1,84,166.20000000000002,39,0,Premium Customers
14297.0,4,865,1305.33,17,0,Premium Customers
14298.0,44,58343,51527.3,7,3,At Risk Customers
14299.0,9,2149,3965.62,7,0,Premium Customers
14300.0,1,32,43.2,18,0,Premium Customers
14301.0,1,606,640.14,116,0,Premium Customers
14304.0,1,139,383.45,222,1,Regular Customers
14305.0,3,1089,1858.96,70,0,Premium Customers
14306.0,2,1075,2093.32,50,0,Premium Customers
14307.0,6,2058,2995.72,88,0,Premium Customers
14309.0,9,1633,2352.53,7,0,Premium Customers
14311.0,1,146,310.26,242,1,Regular Customers
14312.0,6,1012,1611.59,46,0,Premium Customers
14314.0,1,296,120.0,106,0,Premium Customers
14315.0,6,1021,2481.13,44,0,Premium Customers
14317.0,1,255,508.58000000000004,64,0,Premium Customers
14320.0,2,325,477.79,206,1,Regular Customers
14321.0,5,2406,1530.75,10,0,Premium Customers
14323.0,2,350,605.0600000000001,114,0,Premium Customers
14326.0,1,103,183.85,241,1,Regular Customers
14327.0,1,139,311.65,162,1,Regular Customers
14329.0,7,3095,5014.84,16,0,Premium Customers
14331.0,2,252,462.65999999999997,123,0,Premium Customers
14332.0,3,481,866.31,22,0,Premium Customers
14333.0,1,58,415.2,67,0,Premium Customers
14334.0,8,1731,2552.21,16,0,Premium Customers
14335.0,2,379,468.26,15,0,Premium Customers
14336.0,4,1759,1614.91,16,0,Premium Customers
14338.0,2,335,588.22,160,1,Regular Customers
14339.0,1,168,309.52,242,1,Regular Customers
14340.0,1,58,134.7,218,1,Regular Customers
14341.0,8,1403,2182.28,44,0,Premium Customers
14342.0,4,347,668.5600000000001,20,0,Premium Customers
14344.0,8,477,889.9300000000001,126,0,Premium Customers
14345.0,1,50,108.97999999999999,38,0,Premium Customers
14346.0,2,605,1021.58,120,0,Premium Customers
14348.0,1,183,409.57,259,1,Regular Customers
14349.0,1,86,133.5,9,0,Premium Customers
14350.0,1,183,282.93,273,1,Regular Customers
14351.0,1,12,51.0,164,1,Regular Customers
14352.0,4,538,1078.96,156,1,Regular Customers
14353.0,1,64,90.6,214,1,Regular Customers
14354.0,2,210,163.62,5,0,Premium Customers
14355.0,1,92,174.4,365,1,Regular Customers
14356.0,2,277,701.23,79,0,Premium Customers
14357.0,1,148,225.77,42,0,Premium Customers
14359.0,3,371,912.18,18,0,Premium Customers
14360.0,4,1151,2128.23,31,0,Premium Customers
14362.0,1,100,161.2,21,0,Premium Customers
14364.0,8,1967,3717.35,108,0,Premium Customers
14367.0,16,4438,9261.52,7,3,At Risk Customers
14368.0,1,36,155.0,319,1,Regular Customers
14371.0,1,34,100.5,294,1,Regular Customers
14373.0,1,17,76.55,357,1,Regular Customers
14375.0,1,194,257.68,184,1,Regular Customers
14377.0,2,219,617.05,190,1,Regular Customers
14379.0,2,292,348.1,43,0,Premium Customers
14381.0,1,146,202.68,51,0,Premium Customers
14382.0,1,1237,626.0699999999999,25,0,Premium Customers
14383.0,3,817,1247.69,37,0,Premium Customers
14385.0,3,159,202.11,8,0,Premium Customers
14386.0,1,54,142.4,296,1,Regular Customers
14387.0,3,819,1770.56,32,0,Premium Customers
14388.0,8,1941,3212.84,9,0,Premium Customers
14389.0,2,729,1043.46,64,0,Premium Customers
14390.0,9,2136,4652.82,9,0,Premium Customers
14393.0,1,13,67.95,217,1,Regular Customers
14395.0,9,1693,3507.71,1,0,Premium Customers
14396.0,2,225,487.99,64,0,Premium Customers
14397.0,19,1890,2612.96,2,3,At Risk Customers
14400.0,1,454,574.7,148,1,Regular Customers
14401.0,13,4507,4051.48,3,0,Premium Customers
14403.0,4,519,1475.81,129,0,Premium Customers
14404.0,6,839,1474.32,33,0,Premium Customers
14406.0,1,77,156.75,118,0,Premium Customers
14407.0,6,1415,2157.73,106,0,Premium Customers
14408.0,7,1616,2606.53,10,0,Premium Customers
14409.0,6,1230,2059.4500000000003,70,0,Premium Customers
14410.0,9,571,1105.07,91,0,Premium Customers
14411.0,1,196,1063.0,310,1,Regular Customers
14412.0,2,786,770.03,42,0,Premium Customers
14413.0,1,68,122.7,361,1,Regular Customers
14414.0,7,2512,1496.98,91,0,Premium Customers
14415.0,13,3011,5900.28,0,0,Premium Customers
14416.0,2,326,490.22,21,0,Premium Customers
14418.0,3,1711,1937.25,3,0,Premium Customers
14419.0,6,487,1058.06,10,0,Premium Customers
14420.0,1,334,387.52,98,0,Premium Customers
14421.0,2,365,813.11,56,0,Premium Customers
14422.0,6,2906,4263.64,0,0,Premium Customers
14423.0,1,120,265.2,217,1,Regular Customers
14424.0,1,48,322.08,17,0,Premium Customers
14426.0,10,2699,4481.67,23,0,Premium Customers
14427.0,2,228,363.34000000000003,49,0,Premium Customers
14428.0,5,436,1244.83,6,0,Premium Customers
14431.0,1,130,470.36,302,1,Regular Customers
14432.0,6,2070,2255.51,9,0,Premium Customers
14434.0,6,368,1372.8,21,0,Premium Customers
14436.0,1,129,89.06,98,0,Premium Customers
14437.0,1,60,63.0,365,1,Regular Customers
14438.0,1,82,131.9,305,1,Regular Customers
14439.0,1,526,2661.24,319,1,Regular Customers
14440.0,5,588,2357.6800000000003,7,0,Premium Customers
14441.0,4,446,1712.89,0,0,Premium Customers
14442.0,2,482,1589.82,204,1,Regular Customers
14443.0,4,938,1420.2,53,0,Premium Customers
14446.0,4,933,1039.58,0,0,Premium Customers
14447.0,5,571,1163.23,18,0,Premium Customers
14448.0,2,104,375.35,8,0,Premium Customers
14449.0,4,757,907.1,18,0,Premium Customers
14450.0,3,241,483.25,180,1,Regular Customers
14451.0,2,389,662.59,59,0,Premium Customers
14452.0,2,119,264.44,10,0,Premium Customers
14453.0,1,49,119.93,189,1,Regular Customers
14456.0,9,2908,3062.4,4,0,Premium Customers
14457.0,1,88,113.64,310,1,Regular Customers
14459.0,1,760,1837.92,154,1,Regular Customers
14460.0,3,881,434.34,109,0,Premium Customers
14461.0,3,766,2103.06,147,1,Regular Customers
14462.0,11,964,2004.02,65,0,Premium Customers
14463.0,3,179,529.62,97,0,Premium Customers
14465.0,3,405,1058.6200000000001,246,1,Regular Customers
14466.0,7,1006,2272.4,28,0,Premium Customers
14467.0,4,278,598.76,17,0,Premium Customers
14470.0,2,193,461.19,11,0,Premium Customers
14472.0,8,1160,1936.84,103,0,Premium Customers
14473.0,2,88,234.34000000000003,73,0,Premium Customers
14474.0,1,140,547.66,45,0,Premium Customers
14475.0,3,447,925.85,71,0,Premium Customers
14476.0,1,132,215.7,256,1,Regular Customers
14477.0,4,720,1309.6,19,0,Premium Customers
14479.0,2,117,316.25,253,1,Regular Customers
14480.0,1,143,279.05,10,0,Premium Customers
14481.0,2,489,636.51,164,1,Regular Customers
14482.0,6,1646,2068.15,17,0,Premium Customers
14483.0,1,97,137.1,281,1,Regular Customers
14484.0,1,210,321.92,49,0,Premium Customers
14485.0,1,71,165.75,38,0,Premium Customers
14487.0,6,735,1196.33,26,0,Premium Customers
14488.0,1,799,1064.28,67,0,Premium Customers
14489.0,1,299,463.38,206,1,Regular Customers
14491.0,2,139,340.93,174,1,Regular Customers
14493.0,5,1285,2383.2400000000002,6,0,Premium Customers
14494.0,1,92,139.56,25,0,Premium Customers
14495.0,2,62,123.8,50,0,Premium Customers
14496.0,2,159,538.8100000000001,311,1,Regular Customers
14497.0,1,235,475.37,308,1,Regular Customers
